No,Transaction Number,Merchant ID,Tipe Transaksi,Nama Issuer,Nominal,Transaction Date,Status
179635,B005849212,X614317881,Pembayaran,BCA,25000.0,2022-07-23 19:22:22,success
179680,B005304647,X214136632,Pembayaran,BCA,47000.0,2022-07-12 14:41:33,success
179683,B005304638,X214901033,Pembayaran,SHOPEEPAY,1.0,2022-07-12 14:41:37,success
179717,B005304577,X610153754,Pembayaran,DANA,150000.0,2022-07-12 14:40:11,success
179776,B004835204,X612094268,Pembayaran,GOPAY,24022.0,2022-07-05 22:55:51,success
179783,B004835174,X610005870,Pembayaran,OVO,50000.0,2022-07-05 22:54:50,success
179896,B004834842,X615008704,Pembayaran,DANA,135000.0,2022-07-05 22:33:31,success
179898,B005304099,X601500129,Pembayaran,GOPAY,12000.0,2022-07-12 14:34:37,success
179930,B005848698,X602194582,Pembayaran,MANDIRI,50000.0,2022-07-23 19:09:03,success
179939,B005848679,X612094437,Pembayaran,DANA,50000.0,2022-07-23 19:08:31,success
179977,B005303912,X618500110,Pembayaran,BRI,55000.0,2022-07-12 14:31:49,success
180003,B004834585,X618087702,Pembayaran,BCA,16800.0,2022-07-05 22:19:18,success
180030,B005848531,X602128775,Pembayaran,SHOPEEPAY,28600.0,2022-07-23 19:04:46,success
180044,B004834445,X215900532,Pembayaran,BNI,80000.0,2022-07-05 22:12:44,success
180050,B005303640,X201900293,Pembayaran,BNI,103000.0,2022-07-12 14:29:30,success
180076,B005848458,X601500099,Pembayaran,SHOPEEPAY,66500.0,2022-07-23 19:03:02,success
180087,B004834317,X605077299,Pembayaran,BCA,75000.0,2022-07-05 22:06:18,success
180095,B005848425,X616051014,Pembayaran,BRI,190000.0,2022-07-23 19:01:58,success
180098,B004834287,X610157856,Pembayaran,BCA,80000.0,2022-07-05 22:04:01,success
180103,B004834277,X607101860,Pembayaran,BCA,171000.0,2022-07-05 22:04:07,success
180110,B005848383,X215116138,Pembayaran,BNI,59000.0,2022-07-23 19:01:43,success
180137,B004834182,X614500409,Pembayaran,BNI,80000.0,2022-07-05 22:00:19,success
180144,B005303447,X601500161,Pembayaran,BNI,1.0,2022-07-12 14:26:02,success
180145,B005848348,X608011386,Pembayaran,MANDIRI,76900.0,2022-07-23 19:00:31,success
180160,B005848327,X610110453,Pembayaran,DANA,100000.0,2022-07-23 18:59:52,success
180186,B004834051,X606500101,Pembayaran,MANDIRI,133198.0,2022-07-05 21:56:25,success
180202,B004834013,X610110526,Pembayaran,DANA,30001.0,2022-07-05 21:54:49,success
180202,B004834013,X610110526,Pembayaran,DANA,30001.0,2022-07-05 21:54:49,success
180271,B004833832,X612098328,Pembayaran,BNI,7600.0,2022-07-05 21:48:15,success
180310,B005302998,X601500159,Pembayaran,BNI,1.0,2022-07-12 14:20:49,success
180322,B004833703,X604500333,Pembayaran,BNI,80000.0,2022-07-05 21:44:02,success
180377,B005302791,X612094437,Pembayaran,DANA,20000.0,2022-07-12 14:17:53,success
180387,B004833508,X610110453,Pembayaran,DANA,50000.0,2022-07-05 21:37:12,success
180400,B005302740,X607500195,Pembayaran,BNI,1.0,2022-07-12 14:17:45,success
180407,B005847882,X609120626,Pembayaran,BNI,114000.0,2022-07-23 18:49:27,success
180421,B004833363,X210900297,Pembayaran,BNI,82500.0,2022-07-05 21:34:48,success
180444,B005302625,X601500161,Pembayaran,BNI,1.0,2022-07-12 14:16:19,success
180487,B005847741,X603104556,Pembayaran,BNI,223000.0,2022-07-23 18:45:49,success
180493,B005302440,X615008585,Pembayaran,OVO,5000.0,2022-07-12 14:14:16,success
180518,B004833186,X602500212,Pembayaran,BNI,80000.0,2022-07-05 21:27:30,success
180535,B005302285,X610005870,Pembayaran,GOPAY,18252.0,2022-07-12 14:12:19,success
180553,B005302207,X601500166,Pembayaran,BNI,1.0,2022-07-12 14:11:17,success
180561,B005302177,X611500123,Pembayaran,BNI,1.0,2022-07-12 14:10:53,success
180626,B005301998,X618500128,Pembayaran,BNI,100.0,2022-07-12 14:08:30,success
180695,B004832733,X601500123,Pembayaran,BNI,80000.0,2022-07-05 21:16:46,success
180712,B004832644,X12940037,Pembayaran,BNI,316500.0,2022-07-05 21:15:35,success
180712,B004832644,X12940037,Pembayaran,BNI,316500.0,2022-07-05 21:15:35,success
180738,B005301697,X604500299,Pembayaran,BRI,109500.0,2022-07-12 14:04:16,success
180812,B005301523,X616051021,Pembayaran,BRI,116500.0,2022-07-12 14:02:06,success
180860,B005847077,X606500242,Pembayaran,GOPAY,20000.0,2022-07-23 18:28:18,success
180894,B004832238,X614500365,Pembayaran,BNI,76000.0,2022-07-05 21:06:13,success
180929,B004832151,X607081367,Pembayaran,BCA,521400.0,2022-07-05 21:03:41,success
180947,B004832097,X12940078,Pembayaran,BNI,239900.0,2022-07-05 21:03:24,success
180948,B005301190,X609500204,Pembayaran,GOPAY,9500.0,2022-07-12 13:58:15,success
180955,B005301161,X602500232,Pembayaran,BNI,1.0,2022-07-12 13:58:03,success
180959,B004832088,X614260247,Pembayaran,BCA,10000.0,2022-07-05 21:02:20,success
180969,B005846871,X605500088,Pembayaran,GOPAY,100000.0,2022-07-23 18:22:44,success
180976,B005301098,X612094268,Pembayaran,DANA,50000.0,2022-07-12 13:57:09,success
180995,B005846826,X618500107,Pembayaran,BSM,45000.0,2022-07-23 18:21:40,success
181114,B005300720,X605078484,Pembayaran,BNI,320250.0,2022-07-12 13:51:49,success
181154,B005846570,X607081698,Pembayaran,OVO,43890.0,2022-07-23 18:14:26,success
181279,B004831406,X612098337,Pembayaran,BNI,8200.0,2022-07-05 20:49:21,success
181288,B004831384,X617011695,Pembayaran,BRI,140000.0,2022-07-05 20:48:27,success
181290,B005300235,X617500237,Pembayaran,BNI,1.0,2022-07-12 13:45:29,success
181313,B005300168,X607500197,Pembayaran,BNI,1.0,2022-07-12 13:44:37,success
181315,B005300164,X610118044,Pembayaran,MANDIRI,24000.0,2022-07-12 13:44:30,success
181325,B005846260,X609500204,Pembayaran,MANDIRI,224500.0,2022-07-23 18:06:33,success
181326,B005846259,X608012207,Pembayaran,OVO,15000.0,2022-07-23 18:06:29,success
181344,B005846231,X606007358,Pembayaran,BCA,753139.0,2022-07-23 18:05:52,success
181348,B005846224,X610014001,Pembayaran,BCA,5000.0,2022-07-23 18:05:37,success
181366,B005300016,X609121113,Pembayaran,MANDIRI,71000.0,2022-07-12 13:42:41,success
181390,B005299952,X612094445,Pembayaran,DANA,70000.0,2022-07-12 13:41:47,success
181427,B005846077,X607001881,Pembayaran,SHOPEEPAY,55000.0,2022-07-23 18:01:29,success
181427,B005846077,X607001881,Pembayaran,SHOPEEPAY,55000.0,2022-07-23 18:01:29,success
181444,B005846050,X607085552,Pembayaran,BCA,7000.0,2022-07-23 17:59:59,success
181468,B005299765,X612094436,Pembayaran,KASPRO,500000.0,2022-07-12 13:39:28,success
181480,B005845987,X207140674,Pembayaran,GOPAY,5000.0,2022-07-23 17:59:02,success
181555,B005845876,X608099500,Pembayaran,BCA,144375.0,2022-07-23 17:55:45,success
181563,B005845865,X612105319,Pembayaran,MANDIRI,103000.0,2022-07-23 17:55:38,success
181584,B004830727,X612105380,Pembayaran,BNI,7600.0,2022-07-05 20:38:30,success
181634,B005845756,X604090644,Pembayaran,BCA,3816000.0,2022-07-23 17:51:42,success
181700,B005845644,X604090644,Pembayaran,BCA,3816000.0,2022-07-23 17:48:15,success
181718,B005845612,X617097909,Pembayaran,BCA,33000.0,2022-07-23 17:46:37,success
181723,B004830349,X212126957,Pembayaran,BNI,221000.0,2022-07-05 20:33:47,success
181732,B005845579,X604090644,Pembayaran,BCA,3816000.0,2022-07-23 17:46:41,success
181742,B005845566,X610153755,Pembayaran,DANA,50000.0,2022-07-23 17:46:00,success
181748,B005299022,X615122701,Pembayaran,MANDIRI,99000.0,2022-07-12 13:29:18,success
181748,B005299022,X615122701,Pembayaran,MANDIRI,99000.0,2022-07-12 13:29:18,success
181756,B004830314,X218164390,Pembayaran,BNI,80000.0,2022-07-05 20:32:53,success
181763,B005298971,X608095776,Pembayaran,BCA,338800.0,2022-07-12 13:28:40,success
181770,B005845519,X604090644,Pembayaran,BCA,3816000.0,2022-07-23 17:44:49,success
181805,B005845454,X611093685,Pembayaran,BNI,300000.0,2022-07-23 17:43:24,success
181849,B004830153,X612105380,Pembayaran,BNI,7600.0,2022-07-05 20:29:55,success
181879,B004830082,X612105325,Pembayaran,BNI,7600.0,2022-07-05 20:29:06,success
181881,B005845327,X605500064,Pembayaran,LINKAJA,211000.0,2022-07-23 17:39:45,success
181897,B005845299,X614500371,Pembayaran,OVO,47500.0,2022-07-23 17:38:58,success
181918,B005845254,X215900691,Pembayaran,BNI,59000.0,2022-07-23 17:37:43,success
181974,B005298376,X614115698,Pembayaran,BCA,4000.0,2022-07-12 13:21:14,success
182049,B004829773,X606500249,Pembayaran,GOPAY,69500.0,2022-07-05 20:24:34,success
182056,B005845034,X607151929,Pembayaran,BCA,27000.0,2022-07-23 17:30:39,success
182072,B004829691,X217120138,Pembayaran,BNI,234001.0,2022-07-05 20:23:59,success
182072,B004829691,X217120138,Pembayaran,BNI,234001.0,2022-07-05 20:23:59,success
182085,B005298086,X614500330,Pembayaran,BCA,110000.0,2022-07-12 13:17:59,success
182130,B005297988,X607029152,Pembayaran,BCA,132000.0,2022-07-12 13:16:50,success
182150,B005844845,X607101051,Pembayaran,BCA,40000.0,2022-07-23 17:25:43,success
182154,B005297894,X214901026,Pembayaran,SHOPEEPAY,1.0,2022-07-12 13:16:11,success
182167,B005297879,X608500756,Pembayaran,BNI,1.0,2022-07-12 13:15:35,success
182225,B004829404,X618500108,Pembayaran,BPD JATIM,223500.0,2022-07-05 20:17:46,success
182261,B005844660,X607101051,Pembayaran,GOPAY,20000.0,2022-07-23 17:21:00,success
182275,B005844635,X614223559,Pembayaran,BCA,30000.0,2022-07-23 17:20:00,success
182279,B005297561,X609121113,Pembayaran,MANDIRI,25000.0,2022-07-12 13:11:35,success
182348,B005844479,X612500042,Pembayaran,BRI,275000.0,2022-07-23 17:15:50,success
182351,B005297365,X601500159,Pembayaran,BNI,1.0,2022-07-12 13:09:24,success
182381,B005844446,X614060677,Pembayaran,OVO,20000.0,2022-07-23 17:14:41,success
182386,B005844432,X201037314,Pembayaran,BRI,275000.0,2022-07-23 17:14:22,success
182404,B005297231,X617500238,Pembayaran,BNI,1.0,2022-07-12 13:07:54,success
182404,B005297231,X617500238,Pembayaran,BNI,1.0,2022-07-12 13:07:54,success
182411,B005297214,X610006197,Pembayaran,SHOPEEPAY,20000.0,2022-07-12 13:07:40,success
182422,B005844383,X609177727,Pembayaran,BCA,5850000.0,2022-07-23 17:13:05,success
182430,B005844367,X602134124,Pembayaran,BNI,27400.0,2022-07-23 17:12:41,success
182469,B004828908,X202102414,Pembayaran,BNI,208000.0,2022-07-05 20:12:07,success
182472,B004828878,X201900266,Pembayaran,BNI,80000.0,2022-07-05 20:11:56,success
182472,B004828878,X201900266,Pembayaran,BNI,80000.0,2022-07-05 20:11:56,success
182497,B005844255,X617096886,Pembayaran,BNI,40000.0,2022-07-23 17:09:25,success
182507,B005844242,X615118207,Pembayaran,MANDIRI,99000.0,2022-07-23 17:09:06,success
182507,B005844242,X615118207,Pembayaran,MANDIRI,99000.0,2022-07-23 17:09:06,success
182511,B004828832,X614500286,Pembayaran,BNI,76000.0,2022-07-05 20:10:34,success
182527,B004828796,X609106802,Pembayaran,MANDIRI,213400.0,2022-07-05 20:09:59,success
182547,B004828745,X612098322,Pembayaran,BNI,7600.0,2022-07-05 20:09:17,success
182628,B004828555,X215900537,Pembayaran,BNI,76000.0,2022-07-05 20:07:38,success
182645,B004828576,X604066012,Pembayaran,BCA,40000.0,2022-07-05 20:07:02,success
182707,B005843911,X610153453,Pembayaran,OVO,59000.0,2022-07-23 16:59:16,success
182718,B005843896,X607500143,Pembayaran,BNI,68500.0,2022-07-23 16:59:01,success
182722,B004828421,X610110385,Pembayaran,DANA,20000.0,2022-07-05 20:04:53,success
182748,B004828323,X202900225,Pembayaran,BNI,80000.0,2022-07-05 20:04:46,success
182768,B004828332,X617099276,Pembayaran,BRI,116222.0,2022-07-05 20:04:04,success
182800,B005296197,X610117102,Pembayaran,BCA,15000.0,2022-07-12 12:55:50,success
182811,B005843728,X610001576,Pembayaran,BCA,90000.0,2022-07-23 16:54:52,success
182811,B005843728,X610001576,Pembayaran,BCA,90000.0,2022-07-23 16:54:52,success
182827,B005296132,X606500270,Pembayaran,BNI,1.0,2022-07-12 12:55:14,success
182940,B005295815,X610110524,Pembayaran,OVO,30000.0,2022-07-12 12:51:09,success
182990,B005295705,X610111560,Pembayaran,BCA,66000.0,2022-07-12 12:49:09,success
183006,B005843393,X607101380,Pembayaran,BCA,44998.0,2022-07-23 16:45:56,success
183006,B005843393,X607101380,Pembayaran,BCA,44998.0,2022-07-23 16:45:56,success
183076,B004827639,X202034997,Pembayaran,BNI,80000.0,2022-07-05 19:56:48,success
183112,B004827703,X609500206,Pembayaran,BNI,80000.0,2022-07-05 19:56:09,success
183131,B005295308,X605075337,Pembayaran,LINKAJA,17000.0,2022-07-12 12:45:25,success
183131,B005295308,X605075337,Pembayaran,LINKAJA,17000.0,2022-07-12 12:45:25,success
183145,B005843185,X607055717,Pembayaran,OVO,40000.0,2022-07-23 16:39:29,success
183147,B005295274,X609121113,Pembayaran,BSM,132500.0,2022-07-12 12:45:01,success
183159,B005295226,X206178873,Pembayaran,BCA,178000.0,2022-07-12 12:44:09,success
183170,B004827604,X617500169,Pembayaran,BNI,80000.0,2022-07-05 19:54:55,success
183221,B004827522,X612105374,Pembayaran,BNI,7600.0,2022-07-05 19:54:00,success
183270,B004827435,X610110522,Pembayaran,DANA,60000.0,2022-07-05 19:52:53,success
183275,B005842997,X610110452,Pembayaran,LINKAJA,48900.0,2022-07-23 16:33:56,success
183284,B005842978,X607097940,Pembayaran,BCA,179025.0,2022-07-23 16:33:22,success
183319,B005842923,X609009875,Pembayaran,MANDIRI,233000.0,2022-07-23 16:31:15,success
183325,B005294807,X610006190,Pembayaran,MANDIRI,23000.0,2022-07-12 12:39:28,success
183349,B005842881,X617097620,Pembayaran,MANDIRI,83000.0,2022-07-23 16:29:55,success
183366,B005294703,X609124681,Pembayaran,BCA,208000.0,2022-07-12 12:38:10,success
183390,B005294658,X612098385,Pembayaran,BCA,78000.0,2022-07-12 12:37:44,success
183406,B004827212,X610005870,Pembayaran,GOPAY,10000.0,2022-07-05 19:50:14,success
183407,B005294542,X11017480,Pembayaran,MANDIRI,80000.0,2022-07-12 12:37:02,success
183443,B004827138,X612094268,Pembayaran,DANA,50000.0,2022-07-05 19:49:00,success
183443,B004827138,X612094268,Pembayaran,DANA,50000.0,2022-07-05 19:49:00,success
183512,B005842621,X618086955,Pembayaran,BPD JATIM,74000.0,2022-07-23 16:21:03,success
183517,B004826997,X607029400,Pembayaran,SHOPEEPAY,40000.0,2022-07-05 19:47:19,success
183540,B005842583,X608002647,Pembayaran,BCA,59000.0,2022-07-23 16:21:52,success
183545,B004826946,X607500163,Pembayaran,BNI,80000.0,2022-07-05 19:46:42,success
183558,B005294228,X601500159,Pembayaran,BNI,1.0,2022-07-12 12:32:55,success
183610,B005842462,X612098401,Pembayaran,OVO,23000.0,2022-07-23 16:18:58,success
183622,B004826824,X612105421,Pembayaran,BNI,7600.0,2022-07-05 19:45:17,success
183628,B004826816,X601500094,Pembayaran,BNI,432500.0,2022-07-05 19:45:12,success
183637,B005842415,X610010575,Pembayaran,BCA,594800.0,2022-07-23 16:17:38,success
183644,B004826796,X614500328,Pembayaran,BNI,80000.0,2022-07-05 19:44:55,success
183653,B005293994,X610118052,Pembayaran,BRI,154000.0,2022-07-12 12:28:42,success
183666,B005293963,X610036363,Pembayaran,GOPAY,24000.0,2022-07-12 12:29:48,success
183681,B005842318,X4006268,Pembayaran,BNI,49361.0,2022-07-23 16:15:33,success
183737,B005842227,X608500731,Pembayaran,BPD NTT,85500.0,2022-07-23 16:52:59,success
183767,B005293748,X601500166,Pembayaran,BNI,1.0,2022-07-12 12:27:07,success
183784,B005842134,X618500100,Pembayaran,BRI,50000.0,2022-07-23 16:09:06,success
183816,B005293649,X617133390,Pembayaran,BCA,63000.0,2022-07-12 12:25:45,success
183855,B004826428,X610195172,Pembayaran,BNI,7600.0,2022-07-05 19:39:54,success
183894,B005841895,X204026769,Pembayaran,BNI,1.0,2022-07-23 16:04:04,success
183898,B005293458,X618500100,Pembayaran,SHOPEEPAY,85500.0,2022-07-12 12:23:20,success
183903,B005293447,X608101280,Pembayaran,BCA,433000.0,2022-07-12 12:22:32,success
183928,B005293390,X618056971,Pembayaran,BSM,102000.0,2022-07-12 12:22:30,success
183986,B005841735,,Pembayaran,OVO,60000.0,2022-07-23 15:58:31,success
184026,B004826117,X612094437,Pembayaran,DANA,15000.0,2022-07-05 19:35:41,success
184072,B005293090,X610153453,Pembayaran,GOPAY,25183.0,2022-07-12 12:18:32,success
184086,B005841550,X610110454,Pembayaran,DANA,50000.0,2022-07-23 15:53:49,success
184086,B005841550,X610110454,Pembayaran,DANA,50000.0,2022-07-23 15:53:49,success
184155,B005292900,X606123873,Pembayaran,SHOPEEPAY,9000.0,2022-07-12 12:16:13,success
184168,B005841423,X614265222,Pembayaran,BRI,70000.0,2022-07-23 15:49:32,success
184216,B005841303,X207104993,Pembayaran,BNI,211999.0,2022-07-23 15:47:30,success
184268,B005841244,X612500042,Pembayaran,MANDIRI,85000.0,2022-07-23 15:45:05,success
184282,B005841240,X617097107,Pembayaran,BNI,52000.0,2022-07-23 15:44:39,success
184291,B005841217,X605042398,Pembayaran,BNI,13000.0,2022-07-23 15:43:45,success
184321,B005292579,X604500380,Pembayaran,BNI,1.0,2022-07-12 12:12:25,success
184328,B005841145,X602138389,Pembayaran,BNI,28000.0,2022-07-23 15:42:00,success
184351,B005841116,X615500414,Pembayaran,MANDIRI,40000.0,2022-07-23 15:41:15,success
184400,B005841036,X612085670,Pembayaran,BCA,289900.0,2022-07-23 15:38:45,success
184438,B005292340,X615122301,Pembayaran,BCA,20000.0,2022-07-12 12:09:21,success
184441,B005292335,X601500165,Pembayaran,BNI,1.0,2022-07-12 12:09:24,success
184469,B004825353,X606500223,Pembayaran,BNI,80000.0,2022-07-05 19:26:33,success
184481,B005840884,X210900268,Pembayaran,BCA,99600.0,2022-07-23 15:34:42,success
184481,B005292230,X217199991,Pembayaran,SHOPEEPAY,1.0,2022-07-12 12:08:14,success
184486,B005840885,X615500414,Pembayaran,SHOPEEPAY,15500.0,2022-07-23 15:34:33,success
184514,B004825275,X609500233,Pembayaran,BNI,80000.0,2022-07-05 19:25:45,success
184520,B005292166,X608102395,Pembayaran,BNI,400000.0,2022-07-12 12:07:16,success
184523,B005292161,X610111560,Pembayaran,BCA,21000.0,2022-07-12 12:07:06,success
184538,B005840766,X211170204,Pembayaran,MANDIRI,55500.0,2022-07-23 15:31:50,success
184555,B004825201,X618500043,Pembayaran,MANDIRI,65000.0,2022-07-05 19:24:52,success
184593,B004825097,X208003035,Pembayaran,BNI,216600.0,2022-07-05 19:24:00,success
184593,B004825097,X208003035,Pembayaran,BNI,216600.0,2022-07-05 19:24:00,success
184627,B005291941,X610500423,Pembayaran,BNI,91500.0,2022-07-12 12:04:35,success
184646,B005291901,X605069553,Pembayaran,BCA,87000.0,2022-07-12 12:03:18,success
184679,B005291841,X601500166,Pembayaran,BNI,1.0,2022-07-12 12:03:26,success
184690,B005291822,X614061419,Pembayaran,GOPAY,275000.0,2022-07-12 12:03:15,success
184702,B005291796,X602075895,Pembayaran,SHOPEEPAY,10000.0,2022-07-12 12:03:01,success
184703,B005291792,X610153755,Pembayaran,DANA,40000.0,2022-07-12 12:02:52,success
184726,B005291731,X603164312,Pembayaran,BNI,1.0,2022-07-12 12:02:21,success
184812,B004824698,X209031632,Pembayaran,BCA,132000.0,2022-07-05 19:19:20,success
184818,B005291530,X605500097,Pembayaran,BNI,1.0,2022-07-12 12:00:03,success
184879,B005291403,X601500157,Pembayaran,BNI,1.0,2022-07-12 11:58:32,success
184886,B004824577,X614500385,Pembayaran,BNI,76000.0,2022-07-05 19:17:59,success
184913,B005291281,X206900396,Pembayaran,BNI,101000.0,2022-07-12 11:57:33,success
184917,B005291307,X610110379,Pembayaran,BCA,22000.0,2022-07-12 11:57:18,success
184997,B005839938,X607500095,Pembayaran,MANDIRI,257596.0,2022-07-23 15:09:04,success
185064,B005839801,X607081696,Pembayaran,MANDIRI,40000.0,2022-07-23 15:05:15,success
185128,B004824143,X611062971,Pembayaran,MANDIRI,583500.0,2022-07-05 19:12:20,success
185147,B004824072,X210900308,Pembayaran,BNI,80000.0,2022-07-05 19:11:54,success
185211,B005290619,X603500137,Pembayaran,BNI,1.0,2022-07-12 11:49:36,success
185217,B005290609,X606007438,Pembayaran,BCA,250000.0,2022-07-12 11:48:42,success
185220,B004823959,X609500188,Pembayaran,BNI,80000.0,2022-07-05 19:10:24,success
185227,B005290594,X601500156,Pembayaran,BNI,1.0,2022-07-12 11:49:09,success
185231,B004823929,X601500136,Pembayaran,DANA,33000.0,2022-07-05 19:09:58,success
185233,B005290583,X618500128,Pembayaran,BNI,1.0,2022-07-12 11:48:59,success
185238,B005839512,X605042401,Pembayaran,OVO,37000.0,2022-07-23 14:56:28,success
185248,B005290552,X612094268,Pembayaran,LINKAJA,24424.0,2022-07-12 11:48:37,success
185284,B004823846,X605500078,Pembayaran,BNI,80000.0,2022-07-05 19:09:17,success
185293,B004823829,X617096552,Pembayaran,DANAMON,105000.0,2022-07-05 19:08:58,success
185293,B005839413,X608101743,Pembayaran,BNI,798300.0,2022-07-23 14:53:23,success
185295,B005839410,X614500402,Pembayaran,BCA,57000.0,2022-07-23 14:53:09,success
185342,B004823737,X610110362,Pembayaran,BCA,25000.0,2022-07-05 19:08:09,success
185351,B005290309,X618500136,Pembayaran,BNI,1.0,2022-07-12 11:45:39,success
185417,B005839218,X609123687,Pembayaran,BNI,215072.0,2022-07-23 14:46:54,success
185433,B004823554,X605500066,Pembayaran,BCA,58500.0,2022-07-05 19:06:08,success
185435,B005290107,X614002679,Pembayaran,SHOPEEPAY,45000.0,2022-07-12 11:42:54,success
185553,B005838992,X602138389,Pembayaran,BCA,67000.0,2022-07-23 14:40:36,success
185553,B005838992,X602138389,Pembayaran,BCA,67000.0,2022-07-23 14:40:36,success
185568,B004823243,X201900270,Pembayaran,BNI,80000.0,2022-07-05 19:03:39,success
185592,B004823284,X606224123,Pembayaran,BNI,7600.0,2022-07-05 19:03:10,success
185617,B005838894,X610111560,Pembayaran,BCA,5000.0,2022-07-23 14:37:13,success
185617,B005838894,X610111560,Pembayaran,BCA,5000.0,2022-07-23 14:37:13,success
185618,B005289663,X616001210,Pembayaran,OVO,26000.0,2022-07-12 11:36:42,success
185719,B004823074,X614500402,Pembayaran,BNI,80000.0,2022-07-05 19:00:47,success
185730,B005838698,X610110526,Pembayaran,DANA,50000.0,2022-07-23 14:31:03,success
185730,B005838698,X610110526,Pembayaran,DANA,50000.0,2022-07-23 14:31:03,success
185746,B004823031,X612098350,Pembayaran,BNI,7600.0,2022-07-05 19:00:06,success
185766,B005289306,X601500162,Pembayaran,BNI,1.0,2022-07-12 11:31:57,success
185823,B004822894,X603500107,Pembayaran,BNI,800000.0,2022-07-05 18:58:26,success
185860,B005289073,X618004762,Pembayaran,BCA,34000.0,2022-07-12 11:29:14,success
185875,B005289038,X610110452,Pembayaran,LINKAJA,100000.0,2022-07-12 11:28:46,success
185925,B005288922,X604500384,Pembayaran,BNI,1.0,2022-07-12 11:27:11,success
185946,B004822665,X603073606,Pembayaran,DANA,1003000.0,2022-07-05 18:55:39,success
185957,B004822644,X617500167,Pembayaran,BNI,80000.0,2022-07-05 18:55:32,success
186035,B005838231,X612094445,Pembayaran,DANA,45000.0,2022-07-23 14:16:15,success
186060,B005288600,X610111560,Pembayaran,BCA,19000.0,2022-07-12 11:22:00,success
186105,B005838115,X615033460,Pembayaran,BCA,70000.0,2022-07-23 14:12:43,success
186107,B004822399,X606500258,Pembayaran,BNI,80000.0,2022-07-05 18:52:29,success
186132,B005838078,X610005870,Pembayaran,GOPAY,200868.0,2022-07-23 14:11:59,success
186153,B005838048,X610115864,Pembayaran,DANA,50000.0,2022-07-23 14:10:47,success
186198,B005837972,X606007438,Pembayaran,BCA,130000.0,2022-07-23 14:08:37,success
186290,B005837822,X612094437,Pembayaran,DANA,50000.0,2022-07-23 14:03:26,success
186333,B005837764,X606500245,Pembayaran,MANDIRI,40000.0,2022-07-23 14:01:46,success
186333,B005837764,X606500245,Pembayaran,MANDIRI,40000.0,2022-07-23 14:01:46,success
186400,B004821896,X609500195,Pembayaran,BNI,43000.0,2022-07-05 18:46:36,success
186486,B004821722,X609128673,Pembayaran,GOPAY,34000.0,2022-07-05 18:44:27,success
186507,B005837487,X607500173,Pembayaran,DANA,52500.0,2022-07-23 13:52:57,success
186599,B004821545,X614500352,Pembayaran,BNI,76000.0,2022-07-05 18:42:11,success
186611,B005287279,X601500160,Pembayaran,BNI,1.0,2022-07-12 11:04:17,success
186613,B005287275,X610110365,Pembayaran,GOPAY,44000.0,2022-07-12 11:04:12,success
186620,B004821508,X614500368,Pembayaran,BNI,80000.0,2022-07-05 18:41:46,success
186626,B004821502,X609129742,Pembayaran,BRI,800000.0,2022-07-05 18:41:21,success
186637,B005837268,X617110181,Pembayaran,BCA,13500.0,2022-07-23 13:46:14,success
186661,B005837216,X610110453,Pembayaran,DANA,100000.0,2022-07-23 13:44:05,success
186661,B005837216,X610110453,Pembayaran,DANA,100000.0,2022-07-23 13:44:05,success
186668,B005287146,X605500094,Pembayaran,BNI,1.0,2022-07-12 11:02:29,success
186700,B005287074,X614350194,Pembayaran,BCA,1000.0,2022-07-12 11:01:24,success
186706,B004821360,X607004247,Pembayaran,GOPAY,23000.0,2022-07-05 18:39:48,success
186713,B005287046,X614124589,Pembayaran,BCA,33000.0,2022-07-12 11:00:37,success
186713,B005837136,X601500126,Pembayaran,BNI,85500.0,2022-07-23 13:42:05,success
186768,B005837042,X607103246,Pembayaran,BRI,57000.0,2022-07-23 13:38:41,success
186793,B005286854,X601500157,Pembayaran,BNI,1.0,2022-07-12 10:58:31,success
186794,B005836996,X609177866,Pembayaran,BNI,344000.0,2022-07-23 13:37:15,success
186799,B005286840,X610153755,Pembayaran,GOPAY,50000.0,2022-07-12 10:58:21,success
186842,B005286724,X603500138,Pembayaran,BNI,1.0,2022-07-12 10:56:37,success
186842,B005286724,X603500138,Pembayaran,BNI,1.0,2022-07-12 10:56:37,success
186873,B005836868,X606500023,Pembayaran,BCA,101895.0,2022-07-23 13:33:05,success
186917,B005836807,X615500416,Pembayaran,BCA,100000.0,2022-07-23 13:31:13,success
186980,B004820867,X618500111,Pembayaran,BNI,1250033.0,2022-07-05 18:33:44,success
187009,B004820821,X611500087,Pembayaran,BNI,76000.0,2022-07-05 18:33:11,success
187059,B005836575,X609009809,Pembayaran,MANDIRI,1078000.0,2022-07-23 13:22:26,success
187060,B005286163,X601500166,Pembayaran,BNI,1.0,2022-07-12 10:49:35,success
187072,B005836560,X614265223,Pembayaran,PT Bank Digital BCA,10000.0,2022-07-23 13:21:50,success
187139,B004820584,X604003944,Pembayaran,BRI,83000.0,2022-07-05 18:29:37,success
187145,B004820542,X12422887,Pembayaran,BNI,297001.0,2022-07-05 18:29:58,success
187163,B005836416,X610027707,Pembayaran,SHOPEEPAY,10000.0,2022-07-23 13:17:36,success
187167,B005285851,X608099953,Pembayaran,BCA,119000.0,2022-07-12 10:44:18,success
187168,B004820527,X614500359,Pembayaran,BNI,80000.0,2022-07-05 18:29:24,success
187261,B005285605,X611500121,Pembayaran,BNI,1.0,2022-07-12 10:41:44,success
